House,Address,Room,Floor,Age,Price
5264,Tansen,5,3,13,27224
5265,Kalaiya,5,1,13,17876
5266,Lalbandi,6,1,2,5579
5267,Dharan,2,1,2,6889
5268,Bhadrapur,3,3,9,18243
5269,Birgunj,3,2,13,29998
5270,Dharan,3,3,9,25111
5271,Dharan,2,1,14,23592
5272,Damak,5,3,6,12334
5273,Gauradaha,3,2,10,17062
5274,Biratchowk,3,1,18,19987
5275,Sauraha,5,1,11,6192
5276,Kankai,5,3,12,26153
5277,Bhadrapur,5,3,17,11373
5278,Gulariya,2,2,20,19108
5279,Bhadrapur,2,1,20,17104
5280,Birtamod,5,2,19,27637
5281,Attariya,6,2,14,26055
5282,Damak,4,3,20,21014
5283,Inaruwa,5,1,19,7792
5284,Biratnagar,5,3,4,26522
5285,Attariya,2,3,8,10783
5286,Birtamod,6,1,18,13279
5287,Dharan,2,3,8,12008
5288,Kalaiya,3,3,18,10580
5289,Gulariya,5,1,12,17202
5290,Dhankuta,3,2,6,28371
5291,Jaleswar,5,1,18,16296
5292,Bhadrapur,4,3,12,25473
5293,Damak,5,2,20,14576
5294,Kalaiya,2,3,2,21246
5295,Inaruwa,4,1,8,13620
5296,Dharan,2,1,6,16853
5297,Rajbiraj,3,1,3,17694
5298,Dhankuta,2,3,7,12409
5299,Damak,5,1,3,19776
5300,Gulariya,2,2,8,19930
5301,Dharan,5,2,10,7610
5302,Mechinagar,3,3,3,19589
5303,Mechinagar,2,1,16,23265
5304,Sauraha,6,2,10,14382
5305,Itahari,4,2,12,26841
5306,Damak,2,2,3,18270
5307,Mechinagar,4,2,7,16087
5308,Sauraha,6,1,4,12113
5309,Dhangadhi,5,2,2,23802
5310,Rajbiraj,5,1,16,22392
5311,Itahari,5,2,18,12579
5312,Itahari,5,3,15,17016
5313,Damak,3,3,15,12598
5314,Gauradaha,6,2,11,19241
5315,Birtamod,4,2,7,23338
5316,Dharan,5,2,6,15672
5317,Dhankuta,2,3,4,21390
5318,Itahari,5,2,7,5752
5319,Rajbiraj,6,3,17,25659
5320,Hetauda,4,1,16,11244
5321,Biratnagar,4,3,14,26220
5322,Attariya,2,3,16,26302
5323,Beldandi,6,1,13,20853
5324,Dhankuta,4,1,8,25226
5325,Birtamod,5,2,10,16791
5326,Itahari,5,3,18,13216
5327,Kamalamai,2,3,7,23365
5328,Dhangadhi,6,2,8,17884
5329,Siddharthanagar,5,1,4,19821
5330,Dhangadhi,6,1,13,9822
5331,Siraha,4,1,12,7337
5332,Tikapur,6,3,7,5721
5333,Dhankuta,3,1,17,17585
5334,Lalbandi,3,3,18,16466
5335,Birtamod,6,3,12,18097
5336,Gulariya,6,3,6,18851
5337,Inaruwa,6,3,20,19182
5338,Beldandi,5,1,4,13850
5339,Biratnagar,4,2,5,18773
5340,Dharan,6,1,19,22237
5341,Kankai,5,1,14,6802
5342,Bhadrapur,4,2,4,17762
5343,Gauradaha,4,3,3,6815
5344,Rajbiraj,2,1,19,27562
5345,Lahan,6,1,19,28681
5346,Kamalamai,2,3,13,13553
5347,Damak,6,3,15,9017
5348,Ilam,6,2,15,18175
5349,Gurhewa,3,1,16,13823
5350,Malangwa,2,1,9,22049
5351,Kathari,2,3,20,10499
5352,Damak,2,1,13,26201
5353,Tikapur,2,2,18,16333
5354,Siddharthanagar,5,2,4,23270
5355,Dhankuta,5,1,6,15638
5356,Pokhara,6,1,19,10659
5357,Itahari,3,1,9,26821
5358,Attariya,5,1,9,11078
5359,Pokhara,2,1,10,29621
5360,Gurhewa,5,2,18,22295
5361,Biratnagar,3,3,6,11222
5362,Dhulikhel,5,1,2,13396
5363,Damak,2,3,6,25431
5364,Inaruwa,4,3,13,26641
5365,Tikapur,2,1,3,18634
5366,Mechinagar,4,1,10,7904
5367,Bhadrapur,3,3,3,25923
5368,Kankai,4,3,12,19392
5369,Inaruwa,2,1,7,17660
5370,Koshi,5,1,5,21989
5371,Sauraha,4,2,14,6328
5372,Dharan,6,3,19,8090
5373,Biratnagar,3,3,18,17317
5374,Dharan,5,1,16,20321
5375,Inaruwa,4,1,18,13427
5376,Damak,5,3,7,6569
5377,Dharan,2,3,11,29588
5378,Tikapur,2,3,17,18000
5379,Dhulikhel,4,1,4,16945
5380,Itahari,6,3,5,9896
5381,Janakpur,3,2,18,25406
5382,Bhojpur,4,1,4,7745
5383,Janakpur,5,3,6,27188
5384,Beldandi,2,3,11,18745
5385,Sauraha,2,3,20,13348
5386,Bhadrapur,4,2,9,6824
5387,Attariya,5,2,5,21604
5388,Pokhara,6,1,17,8988
5389,Bhadrapur,3,3,8,7316
5390,Phidim,3,1,8,29248
5391,Urlabari,6,1,8,21121
5392,Koshi,4,1,7,26898
5393,Bhojpur,2,3,11,21765
5394,Phidim,3,2,6,16168
5395,Gulariya,5,2,18,20638
5396,Jaleswar,3,2,5,13052
5397,Itahari,2,1,14,16794
5398,Dhankuta,2,3,6,28860
5399,Sauraha,2,2,10,28049
5400,Tikapur,3,2,15,25880
5401,Itahari,6,2,12,12850
5402,Attariya,2,2,8,8734
5403,Dharan,3,3,12,13225
5404,Inaruwa,2,2,19,23547
5405,Dhulikhel,2,3,9,20406
5406,Chainpur,3,3,17,22017
5407,Gauradaha,6,2,5,23217
5408,Phidim,6,2,6,20383
5409,Damak,2,1,18,11076
5410,Bhadrapur,6,3,7,28308
5411,Gulariya,2,1,12,29076
5412,Bhojpur,2,3,8,5324
5413,Dharan,5,1,16,7228
5414,Itahari,5,1,11,23512
5415,Lahan,3,3,5,28237
5416,Itahari,5,3,19,23812
5417,Bhadrapur,5,1,12,23410
5418,Attariya,2,3,12,12356
5419,Phidim,2,3,15,14382
5420,Gaur,2,1,9,22989
5421,Lalbandi,2,3,20,25330
5422,Sauraha,2,1,13,18152
5423,Dhankuta,5,1,14,18937
5424,Tikapur,4,1,12,6779
5425,Lahan,5,3,10,15901
5426,Gaur,5,3,12,10018
5427,Gauradaha,2,3,20,13417
5428,Lahan,4,3,17,16139
5429,Biratchowk,6,2,19,26271
5430,Bhadrapur,6,2,20,23431
5431,Bhojpur,5,2,7,25511
5432,Dharan,6,2,16,10144
5433,Jaleswar,6,2,16,26820
5434,Dharan,3,1,12,22056
5435,Pokhara,6,2,2,25172
5436,Kankai,6,1,10,13159
5437,Sauraha,3,3,11,18955
5438,Birgunj,5,3,3,19005
5439,Dhulikhel,2,1,14,13690
5440,Birtamod,2,1,15,9858
5441,Beldandi,4,2,13,5709
5442,Bhojpur,5,3,19,10634
5443,Siraha,6,3,10,12954
5444,Ilam,5,3,16,20635
5445,Pokhara,6,3,3,9550
5446,Damak,3,3,6,18618
5447,Attariya,4,1,14,25692
5448,Attariya,4,3,10,15021
5449,Bhadrapur,6,3,19,17643
5450,Kankai,2,3,6,9583
5451,Bhadrapur,6,3,15,29924
5452,Bhimeshwar,2,2,12,6337
5453,Biratnagar,3,1,4,7858
5454,Dhangadhi,5,1,14,28589
5455,Birtamod,5,1,11,25013
5456,Dharan,4,2,13,22139
5457,Inaruwa,3,1,12,15010
5458,Itahari,4,1,9,9645
5459,Gurhewa,3,3,8,29997
5460,Itahari,4,2,17,18684
5461,Kathari,4,1,17,25986
5462,Tikapur,5,2,6,28794
5463,Biratnagar,3,1,9,20291
5464,Bhadrapur,2,1,14,5802
5465,Itahari,4,3,2,24800
5466,Kankai,6,1,6,14717
5467,Kohalpur,4,1,8,27808
5468,Kalaiya,2,2,6,8483
5469,Tansen,3,1,2,10647
5470,Damak,3,3,15,22028
5471,Ilam,4,1,13,15710
5472,Bhadrapur,3,2,19,18204
5473,Belbari,2,3,19,15988
5474,Gulariya,6,1,13,14678
5475,Gulariya,4,2,20,15705
5476,Mechinagar,5,3,2,6373
5477,Dharan,4,2,9,17787
5478,Itahari,3,2,14,20789
5479,Inaruwa,5,2,16,8053
5480,Kamalamai,6,3,6,7906
5481,Bhadrapur,4,1,15,7921
5482,Dhangadhi,2,1,20,20169
5483,Mechinagar,5,3,8,29056
5484,Birgunj,5,2,2,11987
5485,Inaruwa,4,2,6,22513
5486,Dhankuta,3,1,10,29283
5487,Biratnagar,2,1,19,12244
5488,Lahan,3,1,13,9887
5489,Koshi,5,2,2,15247
5490,Biratchowk,2,3,15,20137
5491,Phidim,5,2,19,20483
5492,Rajbiraj,6,2,18,11552
5493,Narayangarh,6,2,10,19638
5494,Chainpur,6,2,14,13970
5495,Sauraha,5,1,3,9161
5496,Gauradaha,3,1,19,8852
5497,Dhankuta,6,2,8,25264
5498,Itahari,3,1,9,22029
5499,Jaleswar,5,1,6,28559
5500,Siddharthanagar,5,3,9,27303
5501,Gauradaha,4,3,20,23326
5502,Gulariya,2,2,15,28275
5503,Golbazar,4,1,2,13717
5504,Pokhara,6,1,18,11453
5505,Birtamod,5,2,13,19586
5506,Mechinagar,3,1,4,9023
5507,Sauraha,3,2,7,24691
5508,Inaruwa,6,3,7,9577
5509,Chainpur,5,2,18,20597
5510,Kalaiya,3,3,3,7330
5511,Attariya,4,2,6,22792
5512,Lahan,6,3,12,8207
5513,Tansen,2,2,5,9957
5514,Golbazar,4,2,19,16980
5515,Kankai,6,3,6,21280
5516,Biratnagar,6,2,17,19440
5517,Tikapur,3,1,11,21030
5518,Bhadrapur,4,3,18,9457
5519,Chainpur,5,2,7,27037
5520,Damak,6,3,15,6175
5521,Dhankuta,2,3,19,18060
5522,Gauradaha,4,3,8,26047
5523,Dharan,4,3,6,5189
5524,Attariya,3,3,16,29376
5525,Lalbandi,4,3,2,25649
5526,Birgunj,5,3,7,28739
5527,Golbazar,3,2,15,19328
5528,Dhankuta,6,1,19,10343
5529,Janakpur,3,1,2,12955
5530,Biratnagar,2,2,6,19897
5531,Dharan,3,1,5,23750
5532,Dharan,5,3,6,5170
5533,Dhulikhel,4,1,3,23092
5534,Biratchowk,5,2,19,28962
5535,Lahan,3,3,12,10100
5536,Birgunj,4,2,13,23101
5537,Kankai,3,1,10,17025
5538,Beldandi,3,3,11,22347
5539,Gulariya,6,1,18,6463
5540,Dhulikhel,5,3,5,8643
5541,Chainpur,5,2,17,29881
5542,Tansen,3,1,14,24738
5543,Dharan,5,3,5,12243
5544,Itahari,3,2,7,20489
5545,Dharan,5,2,19,28320
5546,Damak,4,1,18,13245
5547,Phidim,3,2,10,11120
5548,Dhankuta,4,3,7,20701
5549,Bhimeshwar,5,3,20,17424
5550,Gulariya,3,3,11,25305
5551,Damak,6,3,4,11763
5552,Urlabari,6,1,18,21102
5553,Biratnagar,4,2,13,16947
5554,Urlabari,3,2,16,25877
5555,Damak,4,1,20,13433
5556,Gauradaha,5,3,4,15349
5557,Mechinagar,5,3,12,24677
5558,Gurhewa,6,3,19,11390
5559,Jaleswar,2,1,12,22607
5560,Bhadrapur,4,1,6,21720
5561,Gulariya,2,1,5,20485
5562,Dhangadhi,5,3,8,10617
5563,Dhankuta,4,1,15,28745
5564,Itahari,5,2,10,19229
5565,Lalbandi,2,2,16,6989
5566,Sauraha,3,1,16,20086
5567,Tansen,4,2,4,9021
5568,Dharan,6,3,20,6382
5569,Beldandi,2,1,11,20298
5570,Inaruwa,2,1,10,12160
5571,Janakpur,5,3,12,29464
5572,Attariya,6,2,17,7264
5573,Mechinagar,2,3,16,19949
5574,Urlabari,6,3,17,23218
5575,Khadbari,3,1,17,21217
5576,Inaruwa,5,2,14,14974
5577,Inaruwa,6,2,2,25686
5578,Lalbandi,3,3,13,27958
5579,Jaleswar,3,2,8,26094
5580,Itahari,6,1,15,8376
5581,Sauraha,3,2,2,23528
5582,Birtamod,5,1,6,11568
5583,Beldandi,5,2,5,28105
5584,Lahan,3,2,12,22703
5585,Lahan,6,1,12,15076
5586,Rajbiraj,5,3,19,10384
5587,Lahan,3,1,5,17780
5588,Urlabari,5,1,3,26495
5589,Dhangadhi,4,3,10,12263
5590,Bharatpur,4,1,17,21486
5591,Mechinagar,3,2,15,19546
5592,Biratnagar,4,3,6,5507
5593,Gauradaha,2,1,15,14115
5594,Dhulikhel,2,3,16,21769
5595,Rajbiraj,3,1,4,11239
5596,Itahari,3,1,11,28751
5597,Kohalpur,6,2,10,13374
5598,Dharan,2,3,6,15681
5599,Kakarvitta,2,3,9,20148
5600,Khadbari,5,1,13,20332
5601,Tikapur,6,1,3,16102
5602,Biratchowk,6,2,8,22515
5603,Lalbandi,2,2,11,18964
5604,Sauraha,2,3,18,26981
5605,Jaleswar,5,2,6,7215
5606,Dhulikhel,3,1,18,27014
5607,Damak,4,3,20,28022
5608,Urlabari,2,3,4,24594
5609,Rajbiraj,5,3,8,24575
5610,Koshi,6,1,2,15220
5611,Dharan,6,3,19,11492
5612,Bharatpur,3,3,14,27815
5613,Koshi,2,1,18,18161
5614,Attariya,2,3,8,20194
5615,Lalbandi,6,2,13,21098
5616,Dharan,6,1,6,15195
5617,Inaruwa,2,2,2,12093
5618,Belbari,5,2,17,15358
5619,Dhangadhi,6,2,15,24811
5620,Biratnagar,6,2,11,18008
5621,Sauraha,2,3,4,10208
5622,Jaleswar,4,1,11,12559
5623,Lahan,3,1,6,14065
5624,Urlabari,2,1,9,6799
5625,Dharan,4,1,12,15121
5626,Dhankuta,2,2,7,26722
5627,Inaruwa,3,2,5,12207
5628,Siddharthanagar,3,2,5,27527
5629,Lalbandi,6,1,5,21829
5630,Inaruwa,5,3,19,20231
5631,Lahan,4,3,9,9698
5632,Damak,3,3,2,25406
5633,Dharan,3,2,7,20747
5634,Bhimeshwar,2,2,13,26079
5635,Gurhewa,5,2,6,10966
5636,Kankai,6,3,2,8010
5637,Lahan,2,2,10,16997
5638,Dharan,3,1,18,20505
5639,Beldandi,2,1,16,11451
5640,Gulariya,5,2,14,7194
5641,Dharan,6,3,14,15335
5642,Gauradaha,2,3,12,9014
5643,Lahan,4,3,20,19823
5644,Dharan,3,3,7,12992
5645,Dharan,6,3,15,15623
5646,Rajbiraj,5,1,19,17840
5647,Mechinagar,6,3,10,9588
5648,Kakarvitta,4,1,17,25124
5649,Lahan,2,2,14,17040
5650,Beldandi,3,1,7,23969
5651,Phidim,5,3,19,25506
5652,Biratnagar,5,3,14,13779
5653,Biratnagar,6,1,15,27400
5654,Dharan,3,1,16,9444
5655,Pokhara,6,3,8,5560
5656,Sauraha,4,3,6,17866
5657,Chainpur,3,2,15,20213
5658,Lalbandi,2,2,14,26645
5659,Jaleswar,2,2,13,15836
5660,Gulariya,5,3,3,17406
5661,Inaruwa,4,2,5,14949
5662,Dharan,6,3,8,19685
5663,Damak,6,3,5,26699
5664,Lahan,4,3,14,27340
5665,Golbazar,6,2,19,11399
5666,Lahan,4,3,18,9101
5667,Mechinagar,2,2,17,13985
5668,Damak,5,3,14,25692
5669,Attariya,2,1,8,20056
5670,Phidim,6,2,4,25075
5671,Rajbiraj,2,2,7,6480
5672,Gauradaha,4,2,3,17414
5673,Bharatpur,6,2,18,17402
5674,Attariya,6,1,19,23512
5675,Lahan,2,2,15,24873
5676,Nepalganj,3,2,15,16446
5677,Birtamod,6,2,2,8220
5678,Sauraha,2,1,9,7204
5679,Urlabari,2,1,3,15792
5680,Belbari,6,2,18,22018
5681,Itahari,2,3,16,22681
5682,Damak,5,2,4,17864
5683,Gauradaha,6,2,9,19177
5684,Kathari,5,3,20,26165
5685,Dharan,6,1,17,16117
5686,Biratnagar,4,3,6,28675
5687,Dharan,4,2,6,6488
5688,Hetauda,4,2,7,5007
5689,Inaruwa,3,3,13,11489
5690,Lalbandi,4,1,19,15442
5691,Dharan,3,3,15,19531
5692,Malangwa,4,3,19,15905
5693,Biratnagar,5,3,4,28637
5694,Rajbiraj,3,1,14,16239
5695,Damak,5,2,2,25330
5696,Dhulikhel,5,1,4,26491
5697,Sauraha,5,2,12,9092
5698,Dharan,2,2,8,20414
5699,Dhankuta,3,3,17,25200
5700,Tikapur,5,3,10,27941
5701,Phidim,3,1,2,5128
5702,Bhadrapur,4,3,3,16673
5703,Itahari,5,3,16,18491
5704,Dhulikhel,5,1,14,27874
5705,Lahan,6,2,4,5025
5706,Lalbandi,5,3,2,18544
5707,Mechinagar,6,2,5,18600
5708,Dhulikhel,3,1,17,13970
5709,Dhankuta,2,1,15,11368
5710,Narayangarh,4,1,11,14495
5711,Phidim,6,1,9,24561
5712,Inaruwa,4,2,6,12585
5713,Inaruwa,3,3,7,10812
5714,Itahari,5,3,13,16916
5715,Hetauda,2,1,11,20073
5716,Phidim,2,2,9,12624
5717,Damak,4,2,13,18208
5718,Damak,2,3,20,24495
5719,Narayangarh,3,2,2,12266
5720,Gauradaha,6,1,10,24759
5721,Chainpur,5,2,17,20239
5722,Phidim,2,3,7,19954
5723,Dharan,2,1,4,21684
5724,Urlabari,4,1,9,28342
5725,Attariya,5,3,8,22897
5726,Bharatpur,6,2,18,19560
5727,Gulariya,6,2,12,21082
5728,Mechinagar,3,1,17,26399
5729,Lahan,3,1,20,10460
5730,Itahari,3,2,13,13639
5731,Khadbari,5,2,11,5680
5732,Dharan,4,3,8,29613
5733,Gulariya,6,3,3,21398
5734,Lahan,4,3,13,14280
5735,Damak,3,1,5,7285
5736,Siraha,4,3,13,12234
5737,Dhankuta,5,2,17,18783
5738,Ilam,3,1,11,26699
5739,Dhangadhi,4,3,5,24447
5740,Gauradaha,5,2,15,27731
5741,Urlabari,3,2,6,23077
5742,Gulariya,2,2,2,11004
5743,Tikapur,2,2,3,17401
5744,Bhadrapur,6,2,15,13642
5745,Dharan,2,2,18,24691
5746,Beldandi,6,3,13,23952
5747,Hetauda,3,2,9,25548
5748,Kohalpur,6,1,7,6223
5749,Inaruwa,5,3,9,9360
5750,Birtamod,5,2,18,19064
5751,Dhangadhi,5,2,16,6879
5752,Urlabari,6,1,12,13884
5753,Lalbandi,3,1,20,6938
5754,Lalbandi,3,2,6,14791
5755,Pokhara,3,3,14,17191
5756,Dhankuta,5,1,18,27143
5757,Tikapur,6,3,14,24658
5758,Gauradaha,4,3,16,27649
5759,Dhangadhi,4,1,8,25286
5760,Biratnagar,5,3,6,8452
5761,Itahari,5,2,20,6087
5762,Tansen,3,2,2,23401
5763,Attariya,5,1,6,21961
5764,Phidim,6,1,8,11729
5765,Kohalpur,6,1,4,8770
5766,Biratnagar,5,3,13,10173
5767,Siraha,5,1,20,25710
5768,Beldandi,6,2,16,16570
5769,Damak,2,3,7,26008
5770,Biratnagar,4,1,15,14588
5771,Damak,3,3,2,19736
5772,Lahan,6,1,17,23861
5773,Kankai,2,1,17,6199
5774,Dharan,4,2,8,21999
5775,Bhadrapur,4,2,4,19222
5776,Lahan,6,1,20,23836
5777,Lahan,3,2,9,7246
5778,Phidim,6,2,2,9625
5779,Mechinagar,2,1,17,26699
5780,Pokhara,2,1,18,23257
5781,Urlabari,4,3,19,16795
5782,Rajbiraj,3,2,18,16074
5783,Rajbiraj,6,3,9,5778
5784,Inaruwa,6,2,19,28029
5785,Biratnagar,3,3,4,15998
5786,Birtamod,2,3,11,24966
5787,Beldandi,5,3,9,5757
5788,Lalbandi,4,3,17,11999
5789,Gurhewa,5,1,8,6106
5790,Phidim,5,3,12,23130
5791,Dhangadhi,4,3,14,29514
5792,Jaleswar,5,3,10,25883
5793,Biratchowk,4,1,7,13519
5794,Urlabari,6,2,13,13810
5795,Phidim,3,3,10,6258
5796,Beldandi,2,2,8,17734
5797,Lalbandi,6,3,18,6413
5798,Tikapur,4,3,13,26074
5799,Itahari,4,3,19,27294
5800,Gauradaha,4,2,16,25679
5801,Lalbandi,2,2,20,19371
5802,Gauradaha,5,3,6,24231
5803,Birtamod,5,1,7,22465
5804,Dharan,4,2,20,27892
5805,Dharan,5,3,17,7898
5806,Gauradaha,4,1,5,22242
5807,Phidim,6,3,2,9140
5808,Gauradaha,3,1,14,22936
5809,Birtamod,5,2,8,12109
5810,Damak,3,2,20,8469
5811,Birtamod,5,3,4,10439
5812,Lahan,4,1,19,18816
5813,Biratnagar,4,3,19,22954
5814,Kohalpur,3,2,16,17712
5815,Dhulikhel,4,3,16,27685
5816,Kankai,5,2,19,19470
5817,Damak,2,1,3,8071
5818,Lahan,4,3,13,14757
5819,Kathari,3,1,11,10364
5820,Malangwa,4,2,8,26848
5821,Itahari,2,2,14,28045
5822,Gurhewa,6,3,6,8121
5823,Inaruwa,6,3,6,13722
5824,Dhankuta,5,2,14,29233
5825,Tikapur,4,3,10,11180
5826,Dhulikhel,2,2,3,26448
5827,Mechinagar,5,2,12,8940
5828,Gulariya,5,3,13,6432
5829,Tansen,6,1,4,29812
5830,Bhadrapur,2,2,10,23477
5831,Rajbiraj,2,3,8,25789
5832,Rajbiraj,3,2,7,23387
5833,Lalbandi,2,2,10,23030
5834,Dhangadhi,4,3,14,16489
5835,Sauraha,6,3,19,21801
5836,Dharan,5,2,16,20804
5837,Rajbiraj,5,3,7,24204
5838,Dhankuta,2,2,7,6775
5839,Itahari,6,3,18,6314
5840,Lahan,5,3,9,15847
5841,Damak,4,1,17,28080
5842,Inaruwa,3,1,20,24084
5843,Sauraha,5,3,6,9608
5844,Inaruwa,5,1,10,12405
5845,Damak,4,2,8,21989
5846,Biratnagar,6,2,19,20137
5847,Gulariya,3,2,15,20693
5848,Dharan,6,3,15,7696
5849,Bhadrapur,2,1,7,23742
5850,Itahari,3,1,19,13630
5851,Siddharthanagar,5,1,16,29259
5852,Bhimeshwar,4,1,8,5248
5853,Rajbiraj,2,1,2,14562
5854,Phidim,4,3,9,16322
5855,Dharan,4,3,17,15735
5856,Sauraha,4,3,4,29593
5857,Beldandi,2,1,17,10395
5858,Itahari,6,2,6,21257
5859,Kankai,6,3,16,5997
5860,Dhangadhi,5,1,16,19459
5861,Mechinagar,4,1,18,7971
5862,Lahan,5,2,2,29178
5863,Damak,2,3,16,22206
5864,Mechinagar,4,3,11,29078
5865,Itahari,4,3,12,26766
5866,Bhadrapur,4,2,7,26881
5867,Damak,2,3,2,7699
5868,Tikapur,2,2,19,26093
5869,Birtamod,6,1,15,29026
5870,Dhangadhi,6,3,12,10537
5871,Dhangadhi,3,2,11,16269
5872,Attariya,4,3,16,27968
5873,Lalbandi,3,1,16,25936
5874,Phidim,5,1,2,10618
5875,Dhankuta,3,2,5,27542
5876,Phidim,4,1,14,17345
5877,Damak,5,3,3,25992
5878,Malangwa,6,3,16,21464
5879,Golbazar,2,3,10,24555
5880,Narayangarh,6,3,4,19557
5881,Dharan,4,1,4,8651
5882,Dhulikhel,4,1,20,10072
5883,Gauradaha,3,2,5,16858
5884,Narayangarh,4,2,15,6157
5885,Tikapur,3,1,11,11013
5886,Attariya,4,1,3,28067
5887,Birgunj,3,3,13,28693
5888,Dharan,2,1,19,20763
5889,Lahan,6,3,11,24026
5890,Mechinagar,4,2,17,26981
5891,Itahari,2,3,15,13612
5892,Bhadrapur,3,1,2,6149
5893,Sauraha,5,3,12,18022
5894,Lalbandi,2,3,4,9786
5895,Bhadrapur,6,2,15,18890
5896,Gulariya,2,3,6,8136
5897,Golbazar,6,1,8,18315
5898,Damak,6,2,3,9285
5899,Jaleswar,3,3,7,15362
5900,Beldandi,4,1,6,18052
5901,Lalbandi,5,1,20,5901
5902,Birtamod,6,1,7,19408
5903,Dharan,3,1,18,28992
5904,Malangwa,3,2,6,6860
5905,Dharan,4,3,5,21027
5906,Biratnagar,2,2,7,12329
5907,Damak,4,3,2,13743
5908,Dharan,2,2,9,7721
5909,Damak,2,2,14,6311
5910,Itahari,5,3,5,6471
5911,Damak,5,1,17,10380
5912,Lalbandi,3,3,14,27558
5913,Rajbiraj,3,2,10,12781
5914,Siddharthanagar,4,2,17,18354
5915,Urlabari,5,1,18,6622
5916,Dharan,3,2,3,5171
5917,Dhankuta,6,3,8,25408
5918,Attariya,4,2,11,27218
5919,Dhankuta,3,2,6,17686
5920,Bhadrapur,4,1,13,5974
5921,Tikapur,4,2,5,17670
5922,Dharan,2,3,14,17544
5923,Kalaiya,5,3,18,22453
5924,Biratnagar,3,3,4,20217
5925,Bhimeshwar,4,3,12,28575
5926,Dharan,4,1,12,23880
5927,Inaruwa,4,2,3,7429
5928,Beldandi,6,3,11,25484
5929,Birtamod,4,3,16,16165
5930,Damak,3,1,19,28810
5931,Bhojpur,4,2,8,23002
5932,Gaur,2,1,18,8305
5933,Ilam,3,1,2,20052
5934,Damak,3,3,5,10922
5935,Mechinagar,5,1,6,9900
5936,Gaur,5,2,16,23168
5937,Nepalganj,5,1,19,15049
5938,Lahan,4,1,4,24678
5939,Biratnagar,5,1,17,21516
5940,Kankai,6,2,20,10061
5941,Dhankuta,4,1,18,21585
5942,Kathari,6,3,13,25693
5943,Phidim,5,2,13,26533
5944,Itahari,4,2,11,28980
5945,Kankai,3,3,6,7241
5946,Damak,4,1,19,15191
5947,Sauraha,5,2,16,15864
5948,Damak,2,1,7,23401
5949,Damak,4,2,18,26676
5950,Siraha,4,2,16,16059
5951,Attariya,5,3,13,11404
5952,Birgunj,2,1,8,17356
5953,Itahari,2,2,9,8029
5954,Khandbari,3,3,12,24367
5955,Lalbandi,2,1,8,23548
5956,Sauraha,6,3,6,5495
5957,Itahari,3,1,12,27865
5958,Gauradaha,6,2,14,15342
5959,Inaruwa,2,1,7,23281
5960,Itahari,4,1,18,10629
5961,Lahan,5,1,7,19806
5962,Bharatpur,6,3,11,28114
5963,Rajbiraj,3,1,2,21698
5964,Dhangadhi,2,3,2,28156
5965,Beldandi,3,2,9,27006
5966,Rajbiraj,6,3,20,18475
5967,Jaleswar,2,1,7,14104
5968,Dhulikhel,3,3,19,29379
5969,Malangwa,3,1,11,20378
5970,Gaur,2,3,19,5390
5971,Dhankuta,3,2,18,26084
5972,Damak,6,2,10,10477
5973,Kakarvitta,2,3,8,15086
5974,Gulariya,5,1,17,17242
5975,Gauradaha,3,1,4,14916
5976,Golbazar,4,1,16,27032
5977,Golbazar,3,3,3,22111
5978,Siddharthanagar,6,3,20,15768
5979,Lalbandi,5,2,7,6298
5980,Urlabari,6,1,12,23142
5981,Siddharthanagar,3,2,11,9103
5982,Attariya,6,2,14,25544
5983,Chainpur,5,2,18,18375
5984,Dharan,4,3,3,28027
5985,Dharan,5,1,9,14474
5986,Beldandi,5,3,15,25106
5987,Inaruwa,3,3,20,24421
5988,Narayangarh,4,2,2,26832
5989,Bhadrapur,4,2,11,23873
5990,Urlabari,4,2,20,11421
5991,Bhadrapur,6,2,13,18116
5992,Khandbari,3,3,5,17157
5993,Pokhara,3,1,5,27906
5994,Itahari,2,2,20,24801
5995,Bhadrapur,6,3,5,25362
5996,Inaruwa,4,2,18,8804
5997,Damak,6,3,4,12096
5998,Lahan,4,1,13,23472
5999,Inaruwa,5,2,8,9436
6000,Hetauda,3,1,7,11719
6001,Koshi,6,1,8,22173
6002,Damak,4,1,9,24333
6003,Jaleswar,6,1,6,28085
6004,Phidim,2,3,11,27325
6005,Lalbandi,6,3,8,22424
6006,Biratchowk,5,2,6,23961
6007,Beldandi,3,1,7,9348
6008,Birtamod,2,1,14,5709
6009,Dhankuta,3,1,19,12957
6010,Kankai,4,2,16,13458
6011,Hetauda,6,3,15,17320
6012,Birtamod,5,3,19,15134
6013,Damak,6,1,3,13515
6014,Dharan,3,2,9,18126
6015,Mechinagar,2,3,10,12728
6016,Rajbiraj,6,1,6,7603
6017,Dhankuta,3,2,12,5346
6018,Itahari,4,1,14,9036
6019,Malangwa,5,1,2,24003
6020,Dhulikhel,3,3,9,26695
6021,Birtamod,4,3,19,26257
6022,Biratnagar,6,1,5,7856
6023,Biratnagar,4,2,15,7297
6024,Bharatpur,4,3,7,24928
6025,Belbari,4,3,2,6042
6026,Inaruwa,2,2,8,9847
6027,Kalaiya,4,2,19,16510
6028,Biratnagar,3,3,12,24985
6029,Beldandi,3,2,2,20793
6030,Jaleswar,6,3,6,17253
6031,Phidim,5,1,17,29328
6032,Dharan,5,2,4,18964
6033,Kankai,2,2,13,14004
